"field_agency_fire_id","field_agency_code","field_agency_data_timezone","field_situation_report_date","field_status_date","field_stage_of_control_status","field_system_fire_cause","field_response_type","field_fire_size","field_latitude","field_longitude","full_count"
"THU_FIRE_011","on","GMT","2023-06-06T19:15:00.000Z","2023-06-09T00:00:00.000Z","OUT","N","FUL","0.90","50.6649","-88.9916","6668"
"2023-C10431","bc","PDT","2023-05-20T23:21:00.000Z","2023-06-09T00:00:00.000Z","OUT","N","FUL","75.00","52.627217000000002","-123.040667","6668"
"NIP_FIRE_010","on","GMT","2023-06-06T21:15:00.000Z","2023-06-08T23:00:00.000Z","OUT","N","FUL","1.30","51.3426","-88.8514","6668"
"2023-N10492","bc","PDT","2023-05-22T18:57:00.000Z","2023-06-08T23:00:00.000Z","OUT","N","FUL","0.01","49.093333000000001","-115.121566","6668"
"MWF-032-2023","ab","MST","2023-06-09T03:30:00.000Z","2023-06-08T21:53:00.000Z","OUT","H","FUL","0.03","56.488667","-111.348917","6668"
"2023-K20636","bc","PDT","2023-06-05T20:01:00.000Z","2023-06-08T21:30:00.000Z","OUT","H","FUL","3.40","50.712000000000003","-120.340333","6668"
"2023-K60634","bc","PDT","2023-06-05T19:47:00.000Z","2023-06-08T21:00:00.000Z","OUT","H","FUL","7.62","50.239632999999998","-120.457633","6668"
"23SF-DITCH08","sk","CST","2023-06-08T17:53:20.000Z","2023-06-08T18:30:46.000Z","OUT","H","MOD","0.10","49.233758","-103.127245","6668"
"EWF-064-2023","ab","MST","2023-06-08T23:45:00.000Z","2023-06-08T18:30:00.000Z","OUT","H","FUL","0.01","53.944133","-116.604667","6668"
"102","qc","EST","2023-05-14T20:00:00.000Z","2023-06-08T18:28:49.000Z","OUT","H","FUL","0.00","48.9028","-68.6339","6668"
"2023-K20653","bc","PDT","2023-06-07T00:35:00.000Z","2023-06-08T18:01:00.000Z","OUT","N","FUL","0.01","50.958416999999997","-119.79255000000001","6668"
"57","qc","EST","2023-05-09T21:00:00.000Z","2023-06-08T17:56:03.000Z","OUT","H","FUL","0.00","48.4161","-68.2981","6668"
"FOR_FIRE_006","on","GMT","2023-06-07T14:09:00.000Z","2023-06-08T17:15:00.000Z","OUT","N","FUL","0.30","48.8106","-93.3261","6668"
"EWF-061-2023","ab","MST","2023-06-08T20:43:00.000Z","2023-06-08T16:50:00.000Z","OUT","N","FUL","0.01","53.555667","-115.690833","6668"
"EWF-060-2023","ab","MST","2023-06-08T18:35:00.000Z","2023-06-08T16:45:00.000Z","OUT","N","FUL","0.01","53.786717","-116.9871","6668"
"23HB-TROPH","sk","CST","2023-06-05T17:01:41.000Z","2023-06-08T16:35:38.000Z","OUT","N","MOD","1.70","53.3671","-102.939683","6668"
"2023-K50607","bc","PDT","2023-06-04T19:07:00.000Z","2023-06-08T16:30:00.000Z","OUT","H","FUL","0.01","49.777166999999999","-119.45545","6668"
"WWF-042-2023","ab","MST","2023-06-08T02:28:00.000Z","2023-06-08T16:28:00.000Z","OUT","N","FUL","0.10","54.541412","-115.607018","6668"
"23DN-RUSTY","sk","CST","2023-06-06T12:36:30.000Z","2023-06-08T15:36:56.000Z","OUT","N","MOD","0.10","54.4034","-108.745067","6668"
"GWF-020-2023","ab","MST","2023-05-05T20:53:00.000Z","2023-06-08T15:12:00.000Z","OUT","H","FUL","21.20","55.074133","-117.883083","6668"
"EA042","mb","CDT","2023-06-05T05:00:00.000Z","2023-06-08T14:53:00.000Z","OUT","N","FUL","0.20","51.55861","-95.81722","6668"
"EA047","mb","CDT","2023-06-06T05:00:00.000Z","2023-06-08T14:53:00.000Z","OUT","N","FUL","0.10","50.99000","-95.60889","6668"
"EA033","mb","CDT","2023-06-03T05:00:00.000Z","2023-06-08T14:53:00.000Z","OUT","N","FUL","3.00","52.14778","-96.62083","6668"
"EA030","mb","CDT","2023-06-03T05:00:00.000Z","2023-06-08T14:53:00.000Z","OUT","N","FUL","2.50","51.55778","-96.19056","6668"
"EA029","mb","CDT","2023-06-03T05:00:00.000Z","2023-06-08T14:53:00.000Z","OUT","N","FUL","1.00","52.29000","-96.91028","6668"
"HWF-060-2023","ab","MST","2023-06-07T19:04:00.000Z","2023-06-08T14:00:00.000Z","OUT","N","FUL","0.39","58.11","-119.783167","6668"
"TIM_FIRE_008","on","GMT","2023-06-05T19:50:00.000Z","2023-06-08T14:00:00.000Z","OUT","N","FUL","0.80","47.7665","-81.8454","6668"
"LWF-149-2023","ab","MST","2023-06-07T23:12:00.000Z","2023-06-08T12:00:00.000Z","OUT","N","FUL","0.08","54.733833","-114.05","6668"
"2023BA7","pc","MDT","2023-06-06T17:38:50.000Z","2023-06-08T07:00:00.000Z","OUT","U","FUL","0.00","51.1682","-115.4609","6668"
"2023-G30422","bc","PDT","2023-05-20T19:43:00.000Z","2023-06-08T04:30:00.000Z","OUT","N","FUL","0.01","52.462716999999998","-119.1203","6668"
"2023-G30551","bc","PDT","2023-06-01T02:36:00.000Z","2023-06-08T01:30:00.000Z","OUT","N","FUL","0.04","52.68","-119.070667","6668"
"2023-G90623","bc","PDT","2023-06-05T02:56:00.000Z","2023-06-08T01:30:00.000Z","OUT","N","FUL","0.01","58.830182999999998","-122.46729999999999","6668"
"KEN_FIRE_019","on","GMT","2023-06-06T21:32:00.000Z","2023-06-08T01:10:00.000Z","OUT","N","FUL","0.50","50.118","-94.4498","6668"
"2023-C10418","bc","PDT","2023-05-20T18:22:00.000Z","2023-06-08T00:00:00.000Z","OUT","N","FUL","0.01","53.037033000000001","-121.96125000000001","6668"
"2023-C50023","bc","PDT","2023-04-10T21:34:00.000Z","2023-06-08T00:00:00.000Z","OUT","H","FUL","10.40","52.033217","-123.1865","6668"
"2023-C50188","bc","PDT","2023-05-03T23:36:00.000Z","2023-06-08T00:00:00.000Z","OUT","H","FUL","0.09","52.459774000000003","-125.309551","6668"
"2023-C30401","bc","PDT","2023-05-19T21:39:00.000Z","2023-06-08T00:00:00.000Z","OUT","N","FUL","2.30","52.622799999999998","-121.647183","6668"
"SUD_FIRE_014","on","GMT","2023-06-03T19:08:00.000Z","2023-06-07T23:47:00.000Z","OUT","N","MON","14.80","46.5548","-81.8095","6668"
"2023-K40541","bc","PDT","2023-05-31T09:16:00.000Z","2023-06-07T23:30:00.000Z","OUT","H","FUL","4.27","50.460132999999999","-119.37861700000001","6668"
"2023-N60330","bc","PDT","2023-05-16T01:15:00.000Z","2023-06-07T22:01:00.000Z","OUT","N","FUL","0.10","49.034599999999998","-118.38601667","6668"
"2023-V80498","bc","PDT","2023-05-25T17:17:00.000Z","2023-06-07T21:30:00.000Z","OUT","H","FUL","0.01","49.661417","-125.158083","6668"
"WWF-041-2023","ab","MST","2023-06-07T22:14:00.000Z","2023-06-07T20:00:00.000Z","OUT","N","FUL","0.01","54.58273","-116.423932","6668"
"2023-V80494","bc","PDT","2023-05-23T22:57:00.000Z","2023-06-07T19:30:00.000Z","OUT","H","FUL","0.01","50.190300000000001","-125.2015","6668"
"RED_FIRE_023","on","GMT","2023-06-05T23:08:00.000Z","2023-06-07T19:30:00.000Z","OUT","N","FUL","1.70","52.8378","-94.5901","6668"
"HWF-063-2023","ab","MST","2023-06-07T20:59:00.000Z","2023-06-07T19:15:00.000Z","OUT","N","FUL","0.01","59.096117","-119.4167","6668"
"HWF-062-2023","ab","MST","2023-06-07T20:58:00.000Z","2023-06-07T19:15:00.000Z","OUT","N","FUL","0.01","59.095967","-119.4153","6668"
"2023-N10165","bc","PDT","2023-05-01T17:27:00.000Z","2023-06-07T19:00:00.000Z","OUT","H","FUL","0.10","49.142800000000001","-115.10078300000001","6668"
"EWF-059-2023","ab","MST","2023-06-07T21:15:00.000Z","2023-06-07T18:45:00.000Z","OUT","N","FUL","0.01","53.451833","-115.902567","6668"
"LWF-147-2023","ab","MST","2023-06-07T16:34:00.000Z","2023-06-07T18:04:00.000Z","OUT","N","FUL","0.01","55.046433","-111.318167","6668"
"HWF-061-2023","ab","MST","2023-06-07T19:46:00.000Z","2023-06-07T18:04:00.000Z","OUT","N","FUL","0.10","58.144383","-118.976967","6668"
"PWF-056-2023","ab","MST","2023-06-07T23:08:00.000Z","2023-06-07T17:41:00.000Z","OUT","H","FUL","0.01","57.119","-117.533817","6668"
"KEN_FIRE_017","on","GMT","2023-06-03T22:49:00.000Z","2023-06-07T17:30:00.000Z","OUT","N","FUL","1.70","50.0812","-93.7951","6668"
"RED_FIRE_020","on","GMT","2023-06-04T21:00:00.000Z","2023-06-07T15:50:00.000Z","OUT","N","FUL","4.00","51.7117","-92.9712","6668"
"EA035","mb","CDT","2023-06-03T05:00:00.000Z","2023-06-07T14:57:00.000Z","OUT","N","FUL","0.30","52.12583","-96.73056","6668"
"2023-G80619","bc","PDT","2023-06-05T01:03:00.000Z","2023-06-07T14:00:00.000Z","OUT","N","FUL","0.50","57.171166999999997","-120.810833","6668"
"2023-G80642","bc","PDT","2023-06-06T01:05:00.000Z","2023-06-07T13:30:00.000Z","OUT","N","FUL","0.01","57.047516999999999","-122.935683","6668"
"WWF-039-2023","ab","MST","2023-06-07T16:28:00.000Z","2023-06-07T11:05:00.000Z","OUT","N","FUL","0.01","54.522408","-115.485603","6668"
"2023KO1","pc","MDT","2023-05-18T18:55:12.000Z","2023-06-07T07:00:00.000Z","OUT","N","FUL","307.00","50.6743","-115.8377","6668"
"04-022-2023","ns","ADT","2023-06-07T06:34:22.000Z","2023-06-07T06:34:22.000Z","OUT","N","FUL","161.40","43.60990524","-65.75172424","6668"
"NIP_FIRE_005","on","GMT","2023-06-04T14:40:00.000Z","2023-06-07T00:00:00.000Z","OUT","N","FUL","1.00","49.1947","-87.5675","6668"
"2023-V30013","bc","PDT","2023-04-06T01:43:00.000Z","2023-06-07T00:00:00.000Z","OUT","H","FUL","0.70","50.261082999999999","-122.505708","6668"
"RED_FIRE_018","on","GMT","2023-06-04T18:55:00.000Z","2023-06-07T00:00:00.000Z","OUT","N","FUL","1.10","52.1819","-93.7628","6668"
"SUD_FIRE_011","on","GMT","2023-06-02T23:04:00.000Z","2023-06-06T23:26:00.000Z","OUT","N","MON","63.00","46.5852","-81.8167","6668"
"CHA_FIRE_007","on","GMT","2023-06-04T23:15:00.000Z","2023-06-06T22:30:00.000Z","OUT","N","FUL","1.00","48.1567","-83.611","6668"
"2023-K40591","bc","PDT","2023-06-03T23:44:00.000Z","2023-06-06T20:30:00.000Z","OUT","N","FUL","0.01","50.276133000000002","-118.2958","6668"
"THU_FIRE_010","on","GMT","2023-06-05T22:12:00.000Z","2023-06-06T20:30:00.000Z","OUT","N","FUL","0.20","50.7886","-88.4074","6668"
"01-027-2023","ns","ADT","2023-06-01T20:00:00.000Z","2023-06-06T19:00:00.000Z","OUT","N","FUL","0.01","44.25368118","-64.39394379","6668"
"SLK_FIRE_017","on","GMT","2023-06-06T15:25:00.000Z","2023-06-06T18:20:00.000Z","OUT","N","FUL","0.10","50.5522","-90.2817","6668"
"03-013-2023","ns","ADT","2023-05-29T19:00:00.000Z","2023-06-06T17:34:42.000Z","OUT","N","FUL","0.50","43.80817413","-65.26544189","6668"
"SWF-089-2023","ab","MST","2023-06-03T00:40:00.000Z","2023-06-06T17:00:00.000Z","OUT","U","FUL","0.50","56.608733","-114.2232","6668"
"RED_FIRE_017","on","GMT","2023-06-04T18:36:00.000Z","2023-06-06T15:20:00.000Z","OUT","N","FUL","1.00","51.1907","-92.3929","6668"
"EA032","mb","CDT","2023-06-03T05:00:00.000Z","2023-06-06T15:09:00.000Z","OUT","N","FUL","0.20","52.33417","-96.89417","6668"
"EA031","mb","CDT","2023-06-03T05:00:00.000Z","2023-06-06T15:09:00.000Z","OUT","N","MON","0.10","51.99667","-96.52000","6668"
"EA040","mb","CDT","2023-06-04T05:00:00.000Z","2023-06-06T15:09:00.000Z","OUT","N","MON","0.10","52.28778","-96.98667","6668"
"LWF-145-2023","ab","MST","2023-06-04T21:30:00.000Z","2023-06-06T14:45:00.000Z","OUT","H","FUL","0.01","54.926067","-112.546775","6668"
"23SF-DITCH07","sk","CST","2023-06-06T12:57:08.000Z","2023-06-06T14:08:52.000Z","OUT","H","MOD","1.00","50.463165","-106.093964","6668"
"61902","nb","ADT","2023-05-29T02:27:39.000Z","2023-06-06T10:08:00.000Z","OUT","U","FUL","40.00","45.62778","-65.91528","6668"
"62062","nb","ADT","2023-05-31T17:38:31.000Z","2023-06-06T08:16:00.000Z","OUT","U","FUL","4.00","46.53157","-64.95737","6668"
"HWF-059-2023","ab","MST","2023-06-06T13:08:00.000Z","2023-06-06T07:10:00.000Z","OUT","H","FUL","0.01","58.159133","-116.266533","6668"
"2023-G80613","bc","PDT","2023-06-04T23:52:00.000Z","2023-06-06T04:30:00.000Z","OUT","N","FUL","0.90","56.421832999999999","-122.177667","6668"
"2023-G80630","bc","PDT","2023-06-05T16:14:00.000Z","2023-06-06T02:30:00.000Z","OUT","N","FUL","0.20","57.575533","-120.53281699999999","6668"
"KEN_FIRE_018","on","GMT","2023-06-04T21:35:00.000Z","2023-06-06T01:40:00.000Z","OUT","N","FUL","0.50","49.9458","-94.3869","6668"
"NIP_FIRE_007","on","GMT","2023-06-04T21:05:00.000Z","2023-06-06T01:30:00.000Z","OUT","N","FUL","1.00","49.7713","-86.0825","6668"
"2023-G90631","bc","PDT","2023-06-05T17:14:00.000Z","2023-06-06T00:30:00.000Z","OUT","N","FUL","0.01","59.216217","-121.24375000000001","6668"
"FOR_FIRE_004","on","GMT","2023-06-03T22:25:00.000Z","2023-06-06T00:08:00.000Z","OUT","N","FUL","0.40","48.6193","-91.0575","6668"
"2023-C10439","bc","PDT","2023-05-21T00:16:00.000Z","2023-06-06T00:01:00.000Z","OUT","N","FUL","1.20","53.160966999999999","-123.387817","6668"
"SUD_FIRE_020","on","GMT","2023-06-04T20:40:00.000Z","2023-06-06T00:00:00.000Z","OUT","N","FUL","0.50","46.8214","-81.2045","6668"
"RED_FIRE_019","on","GMT","2023-06-04T20:22:00.000Z","2023-06-05T23:10:00.000Z","OUT","N","FUL","0.10","51.2626","-94.0526","6668"
"2023-C40409","bc","PDT","2023-05-20T01:41:00.000Z","2023-06-05T22:31:00.000Z","OUT","N","FUL","0.10","51.812950000000001","-121.34","6668"
"2023-C40345","bc","PDT","2023-05-17T00:14:00.000Z","2023-06-05T21:30:00.000Z","OUT","H","FUL","0.20","51.76455","-121.37996699999999","6668"
"PWF-053-2023","ab","MST","2023-06-06T01:39:00.000Z","2023-06-05T20:38:00.000Z","OUT","N","FUL","0.30","57.462883","-117.902533","6668"
"2023-G70583","bc","PDT","2023-06-03T21:29:00.000Z","2023-06-05T20:30:00.000Z","OUT","N","FUL","0.20","55.862133","-122.007583","6668"
"2023-C20371","bc","PDT","2023-05-19T01:43:00.000Z","2023-06-05T20:30:00.000Z","OUT","N","FUL","0.01","52.421332999999997","-122.064217","6668"
"LWF-146-2023","ab","MST","2023-06-06T00:51:00.000Z","2023-06-05T20:06:00.000Z","OUT","H","FUL","0.01","55.9205","-110.73545","6668"
"2023-C20426","bc","PDT","2023-05-20T20:50:00.000Z","2023-06-05T20:01:00.000Z","OUT","N","FUL","0.01","52.624282999999998","-122.13415000000001","6668"
"2023-N50311","bc","PDT","2023-05-14T21:57:00.000Z","2023-06-05T19:31:00.000Z","OUT","H","FUL","0.10","50.039299999999997","-117.900417","6668"
"FOR_FIRE_005","on","GMT","2023-06-05T15:50:00.000Z","2023-06-05T18:30:00.000Z","OUT","N","FUL","0.10","48.8179","-93.2758","6668"
"NIP_FIRE_008","on","GMT","2023-06-05T15:10:00.000Z","2023-06-05T18:30:00.000Z","OUT","N","FUL","0.10","49.5952","-87.2289","6668"
"GWF-037-2023","ab","MST","2023-06-05T01:30:00.000Z","2023-06-05T18:20:00.000Z","OUT","N","FUL","0.01","55.670333","-119.4135","6668"
"23WY-MEYAK","sk","CST","2023-05-07T14:47:25.000Z","2023-06-05T17:56:56.000Z","OUT","H","FUL","1570.00","54.82195","-105.7656","6668"
"TIM_FIRE_006","on","GMT","2023-05-31T21:06:00.000Z","2023-06-05T17:30:00.000Z","OUT","H","FUL","8.50","48.4509","-81.5335","6668"
"EWF-058-2023","ab","MST","2023-06-05T20:47:00.000Z","2023-06-05T16:50:00.000Z","OUT","N","FUL","0.08","53.137267","-116.473733","6668"
"2023-K20006","bc","PDT","2023-04-04T21:25:00.000Z","2023-06-05T16:30:00.000Z","OUT","H","FUL","16.03","50.56506667","-121.29665","6668"
"EA025","mb","CDT","2023-05-28T05:00:00.000Z","2023-06-05T15:10:00.000Z","OUT","H","FUL","22.00","51.97972","-96.81389","6668"
"HWF-057-2023","ab","MST","2023-06-05T01:08:00.000Z","2023-06-05T15:05:00.000Z","OUT","N","FUL","0.32","58.131333","-118.3725","6668"
"SLK_FIRE_015","on","GMT","2023-06-04T01:20:00.000Z","2023-06-05T14:00:00.000Z","OUT","N","FUL","0.30","53.2098","-89.9751","6668"
"WWF-036-2023","ab","MST","2023-05-30T23:42:00.000Z","2023-06-05T13:00:00.000Z","OUT","N","FUL","0.02","54.332958","-116.004357","6668"
"WWF-038-2023","ab","MST","2023-06-05T01:45:00.000Z","2023-06-05T12:25:00.000Z","OUT","N","FUL","0.05","54.196738","-116.203314","6668"
"HWF-055-2023","ab","MST","2023-05-31T16:15:00.000Z","2023-06-05T12:01:00.000Z","OUT","H","FUL","0.01","58.017188","-116.506436","6668"
"62202","nb","ADT","2023-06-02T16:06:08.000Z","2023-06-05T08:36:00.000Z","OUT","U","FUL","0.10","46.51585","-67.74707","6668"
"61886","nb","ADT","2023-05-28T22:27:53.000Z","2023-06-05T08:34:00.000Z","OUT","U","FUL","32.00","46.12582","-65.99117","6668"
"61982","nb","ADT","2023-05-30T07:06:34.000Z","2023-06-05T08:07:00.000Z","OUT","U","FUL","0.10","46.41343","-67.46727","6668"
"2023-G90532","bc","PDT","2023-05-30T16:52:00.000Z","2023-06-05T03:30:00.000Z","OUT","N","FUL","0.13","59.487333","-123.5605","6668"
"2023-G80609","bc","PDT","2023-06-04T22:29:00.000Z","2023-06-05T02:00:00.000Z","OUT","H","FUL","0.01","56.532832999999997","-121.759333","6668"
"NOR_FIRE_004","on","GMT","2023-06-03T21:17:00.000Z","2023-06-04T23:20:00.000Z","OUT","N","FUL","0.30","47.1065","-80.3249","6668"
"EWF-057-2023","ab","MST","2023-06-05T02:08:00.000Z","2023-06-04T22:22:00.000Z","OUT","N","FUL","0.01","53.303833","-117.01545","6668"
"EWF-056-2023","ab","MST","2023-06-05T00:46:00.000Z","2023-06-04T21:08:00.000Z","OUT","N","FUL","0.04","53.944383","-117.019883","6668"
"KLK_FIRE_003","on","GMT","2023-06-01T16:20:00.000Z","2023-06-04T21:05:00.000Z","OUT","H","FUL","2.00","48.3277","-80.3031","6668"
"RED_FIRE_015","on","GMT","2023-06-04T14:36:00.000Z","2023-06-04T21:00:00.000Z","OUT","N","FUL","0.10","51.4044","-93.7439","6668"
"RED_FIRE_014","on","GMT","2023-06-03T22:41:00.000Z","2023-06-04T20:48:00.000Z","OUT","N","FUL","0.10","52.1937","-94.015","6668"
"CHA_FIRE_004","on","GMT","2023-06-02T19:10:00.000Z","2023-06-04T20:30:00.000Z","OUT","N","FUL","0.60","47.61","-82.3122","6668"
"EWF-055-2023","ab","MST","2023-06-05T00:16:00.000Z","2023-06-04T20:27:00.000Z","OUT","N","FUL","0.01","53.2352","-117.1503","6668"
"SWF-092-2023","ab","MST","2023-06-05T01:57:00.000Z","2023-06-04T20:15:00.000Z","OUT","H","FUL","0.02","55.94835","-113.920433","6668"
"SWF-091-2023","ab","MST","2023-06-04T23:37:00.000Z","2023-06-04T19:21:00.000Z","OUT","N","FUL","0.01","54.881173","-116.692059","6668"
"RED_FIRE_016","on","GMT","2023-06-04T14:39:00.000Z","2023-06-04T19:16:00.000Z","OUT","N","FUL","0.10","51.4142","-93.7541","6668"
"SUD_FIRE_007","on","GMT","2023-06-02T21:57:00.000Z","2023-06-04T19:00:00.000Z","OUT","N","FUL","0.30","46.7917","-81.3645","6668"
"SUD_FIRE_008","on","GMT","2023-06-02T22:45:00.000Z","2023-06-04T18:00:00.000Z","OUT","N","FUL","0.30","46.3926","-81.6447","6668"
"RED_FIRE_008","on","GMT","2023-05-31T12:00:00.000Z","2023-06-04T17:30:00.000Z","OUT","N","FUL","3.60","51.5706","-93.8938","6668"
"EWF-054-2023","ab","MST","2023-06-03T21:13:00.000Z","2023-06-04T17:30:00.000Z","OUT","N","FUL","0.90","53.82475","-116.866717","6668"
"EA027","mb","CDT","2023-05-29T05:00:00.000Z","2023-06-04T17:05:00.000Z","OUT","H","FUL","19.20","51.54194","-98.62889","6668"
"SUD_FIRE_012","on","GMT","2023-06-02T23:21:00.000Z","2023-06-04T17:00:00.000Z","OUT","N","FUL","0.10","46.7315","-82.0463","6668"
"62123","nb","ADT","2023-06-01T17:47:33.000Z","2023-06-04T16:48:00.000Z","OUT","U","FUL","2.00","46.37468","-65.32207","6668"
"62126","nb","ADT","2023-06-01T19:09:05.000Z","2023-06-04T16:44:00.000Z","OUT","U","FUL","1.00","46.429","-65.1525","6668"
"SLK_FIRE_014","on","GMT","2023-06-03T00:58:00.000Z","2023-06-04T16:30:00.000Z","OUT","N","FUL","0.50","50.5031","-90.3368","6668"
"GWF-036-2023","ab","MST","2023-06-04T21:57:00.000Z","2023-06-04T16:00:00.000Z","OUT","H","FUL","0.01","55.497117","-119.47405","6668"
"COC_FIRE_004","on","GMT","2023-06-01T20:01:00.000Z","2023-06-04T16:00:00.000Z","OUT","N","FUL","4.80","48.9577","-80.9569","6668"
"NIP_FIRE_006","on","GMT","2023-06-03T14:00:00.000Z","2023-06-04T16:00:00.000Z","OUT","N","FUL","0.10","52.948","-87.3787","6668"
"EA024","mb","CDT","2023-05-26T05:00:00.000Z","2023-06-04T15:29:00.000Z","OUT","H","FUL","18.10","50.39944","-95.75333","6668"
"NIP_FIRE_004","on","GMT","2023-06-03T20:30:00.000Z","2023-06-04T15:10:00.000Z","OUT","N","FUL","0.10","49.1341","-87.623","6668"
"CWF-020-2023","ab","MST","2023-06-04T18:56:00.000Z","2023-06-04T15:00:00.000Z","OUT","H","FUL","0.01","50.965467","-115.091917","6668"
"RED_FIRE_011","on","GMT","2023-06-03T18:56:00.000Z","2023-06-04T14:17:00.000Z","OUT","N","FUL","0.10","51.3621","-93.7432","6668"
"61887","nb","ADT","2023-05-28T22:47:20.000Z","2023-06-04T14:00:00.000Z","OUT","U","FUL","32.00","45.66217","-66.58708","6668"
"MWF-028-2023","ab","MST","2023-06-01T19:30:00.000Z","2023-06-04T14:00:00.000Z","OUT","N","FUL","4.40","57.084667","-112.474283","6668"
"THU_FIRE_007","on","GMT","2023-06-02T23:03:00.000Z","2023-06-04T13:45:00.000Z","OUT","N","FUL","0.70","50.4498","-89.927","6668"
"THU_FIRE_008","on","GMT","2023-06-03T22:40:00.000Z","2023-06-04T12:30:00.000Z","OUT","N","FUL","0.10","49.0737","-89.9898","6668"
"62143","nb","ADT","2023-06-01T21:53:34.000Z","2023-06-04T08:12:00.000Z","OUT","U","FUL","0.50","46.7765","-66.59517","6668"
"2023BA6","pc","MDT","2023-06-04T22:22:45.000Z","2023-06-04T07:00:00.000Z","OUT","H","FUL","0.00","51.151","-115.6848","6668"
"2023JA4","pc","MDT","2023-06-04T06:13:16.000Z","2023-06-04T07:00:00.000Z","OUT","U","FUL","0.00","52.8783","-118.0743","6668"
"2023JA5","pc","MDT","2023-06-04T06:17:37.000Z","2023-06-04T07:00:00.000Z","OUT","H","FUL","1.70","52.7986","-118.0343","6668"
"RED_FIRE_012","on","GMT","2023-06-03T21:50:00.000Z","2023-06-04T00:00:00.000Z","OUT","N","FUL","0.10","51.9495","-93.8596","6668"
"CHA_FIRE_005","on","GMT","2023-06-03T21:47:00.000Z","2023-06-04T00:00:00.000Z","OUT","N","FUL","0.10","47.5535","-82.3565","6668"
"SUD_FIRE_006","on","GMT","2023-06-02T21:21:00.000Z","2023-06-03T23:45:00.000Z","OUT","N","FUL","0.30","46.7018","-81.5981","6668"
"2023-G30570","bc","PDT","2023-06-02T22:51:00.000Z","2023-06-03T23:30:00.000Z","OUT","H","FUL","0.50","52.859682999999997","-118.560417","6668"
"09-016-2023","ns","ADT","2023-05-28T20:00:00.000Z","2023-06-03T20:31:40.000Z","OUT","N","FUL","0.80","44.78126526","-63.65370941","6668"
"06-013-2023","ns","ADT","2023-06-03T20:00:00.000Z","2023-06-03T20:11:07.000Z","OUT","N","FUL","0.20","44.97473145","-65.21067810","6668"
"DRY_FIRE_006","on","GMT","2023-06-01T18:54:00.000Z","2023-06-03T18:30:00.000Z","OUT","H","FUL","0.90","49.3305","-91.3765","6668"
"RED_FIRE_009","on","GMT","2023-06-01T23:01:00.000Z","2023-06-03T17:15:00.000Z","OUT","N","FUL","0.60","51.1986","-92.6786","6668"
"APK_FIRE_004","on","GMT","2023-06-02T20:59:00.000Z","2023-06-03T16:13:00.000Z","OUT","N","FUL","0.10","45.7988","-78.2957","6668"
"APK_FIRE_005","on","GMT","2023-06-02T21:07:00.000Z","2023-06-03T16:13:00.000Z","OUT","N","FUL","0.10","45.791","-78.31","6668"
"NO012","mb","CDT","2023-05-30T05:00:00.000Z","2023-06-03T16:11:00.000Z","OUT","H","FUL","0.10","56.51833","-94.12389","6668"
"SUD_FIRE_009","on","GMT","2023-06-02T22:53:00.000Z","2023-06-03T15:30:00.000Z","OUT","N","FUL","0.10","45.9956","-81.2117","6668"
"WWF-037-2023","ab","MST","2023-06-03T18:10:00.000Z","2023-06-03T15:05:00.000Z","OUT","H","FUL","0.08","54.207245","-116.766587","6668"
"LWF-106-2023","ab","MST","2023-05-10T21:09:00.000Z","2023-06-03T15:00:00.000Z","OUT","N","FUL","2.10","55.928706","-112.434684","6668"
"PAR_FIRE_007","on","GMT","2023-06-02T23:50:00.000Z","2023-06-03T14:42:00.000Z","OUT","N","FUL","0.10","45.209","-79.8391","6668"
"APK_FIRE_003","on","GMT","2023-06-02T20:50:00.000Z","2023-06-03T14:00:00.000Z","OUT","N","FUL","0.10","45.8109","-78.3061","6668"
"RED_FIRE_010","on","GMT","2023-06-02T23:05:00.000Z","2023-06-03T13:30:00.000Z","OUT","N","FUL","0.10","51.6197","-93.1131","6668"
"KLK_FIRE_002","on","GMT","2023-05-31T21:48:00.000Z","2023-06-03T13:30:00.000Z","OUT","H","FUL","2.00","48.1428","-80.226","6668"
"CWF-021-2023","ab","MST","2023-06-03T18:20:00.000Z","2023-06-03T12:25:00.000Z","OUT","H","FUL","0.01","51.279","-115.148","6668"
"WAW_FIRE_005","on","GMT","2023-06-02T20:48:00.000Z","2023-06-03T12:00:00.000Z","OUT","H","FUL","0.10","48.6839","-85.5106","6668"
"62142","nb","ADT","2023-06-01T21:29:57.000Z","2023-06-03T11:42:00.000Z","OUT","U","FUL","1.30","46.79565","-65.34508","6668"
"61864","nb","ADT","2023-05-28T16:44:00.000Z","2023-06-03T09:00:00.000Z","OUT","U","FUL","3.50","46.64948","-65.81522","6668"
"62162","nb","ADT","2023-06-02T09:07:34.000Z","2023-06-03T08:36:00.000Z","OUT","U","FUL","0.10","46.22322","-65.98628","6668"
"SWF-090-2023","ab","MST","2023-06-03T11:15:00.000Z","2023-06-03T06:30:00.000Z","OUT","H","FUL","0.10","55.95805","-113.9157","6668"
"HEA_FIRE_003","on","GMT","2023-06-01T20:04:00.000Z","2023-06-03T00:52:00.000Z","OUT","N","FUL","0.70","49.6014","-83.5154","6668"
"WAW_FIRE_006","on","GMT","2023-06-02T22:33:00.000Z","2023-06-02T23:03:00.000Z","OUT","N","FUL","0.10","47.4874","-84.8076","6668"
