INITDATE,GEOS-5.IMERGEARLY,0,1,2,3,4,5,6,7,8
02-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
08-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-Mar-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
08-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Apr-2024,0.481094661355019,2.97059178352356,3.44194912910461,3.09996318817139,NaN,NaN,NaN,NaN,NaN,NaN
12-Apr-2024,0.000183042837306857,0.000328611378790811,0.000714933557901531,0.0218281261622906,0.000175465189386159,NaN,NaN,NaN,NaN,NaN
13-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,6.64439964294434,4.68646249771118,0.00221121497452259,0.622049868106842
30-Apr-2024,NaN,NaN,NaN,NaN,NaN,NaN,0.000326369004324079,0.00076795241329819,0.00595929389819503,1.91451728343964
01-May-2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.30837122217054e-05,0.374299675226212,NaN
02-May-2024,3.11230254173279,2.75217442512512,3.93677625656128,3.4539849281311,3.61625576019287,2.44779710769653,0.689727663993835,NaN,2.74924349784851,NaN
03-May-2024,3.10594701766968,3.52905654907227,3.36371445655823,4.06316595077515,7.18091382980347,8.03186359405518,4.37163853645325,2.87227754592895,NaN,NaN
04-May-2024,0.503918486833572,0.729632389545441,0.580094760656357,0.921188026666641,0.739191770553589,0.787316596508026,0.110802672803402,0.0332420095801353,0.0175040679052472,NaN
05-May-2024,0.0242957329377532,0.0762872867286206,0.0331875748932362,0.198552519083023,0.552402287721634,0.801290738582613,0.300821620225906,0.271742111444473,0.0100029410794377,0.677726686000824
06-May-2024,0.935536408424378,0.039413794875145,0.119438879936934,0.125896892696619,0.203313302993774,0.0269678961485624,0.0232433040626347,0.245476147532464,1.30771273970604,0.0997218161821365
07-May-2024,0.361237764358521,0.2609818354249,0.189236006140709,0.299796739220619,0.332989281415939,0.416713315248489,0.0113803575281054,NaN,0.270743328332901,2.53136262893677
08-May-2024,0.490236875414848,0.480504986643791,0.621591764688492,0.572249758243561,0.701631367206573,2.75488549470903,4.02205443382263,NaN,NaN,NaN
09-May-2024,3.89019894599915,3.89658250808716,4.26246666908264,3.61307606697083,3.5840389251709,4.15125026702881,4.35262775421143,4.64920735359192,3.78390407562256,3.90762567520142
10-May-2024,3.91585469245911,3.90326714515686,3.79698104858398,3.67614240646362,4.1092592716217,4.16762599945068,3.88331413269043,4.55882263183594,4.13138675689697,5.27700090408325
11-May-2024,5.30918550491333,5.19135112762451,5.15627241134644,4.49467463493347,4.12339458465576,5.43275980949402,4.72555541992188,4.51685085296631,5.29806060791016,9.54601383209229
12-May-2024,6.01134762763977,4.07645797729492,3.86229062080383,5.26942272186279,5.72891483306885,5.08390765190124,1.99720370769501,5.77582139968872,3.56634502410889,5.60016331672668
13-May-2024,4.59493865966797,4.06631660461426,4.12504539489746,3.98390779495239,4.36612091064453,3.1471625328064,5.82634329795838,2.28960285186768,6.31791963577271,4.95681076049805
14-May-2024,1.72389028072357,1.94812160730362,1.66969534158707,0.776692271232605,2.99935829639435,3.80265235900879,2.02797646522522,4.30473737716675,2.77633159160614,3.65765609741211
15-May-2024,1.86104154586792,0.167705285549164,0.181509721279144,0.151323564350605,0.228715088963509,0.678639590740205,0.178052747249603,1.49342479705811,4.28456411361694,1.35685192346573
16-May-2024,1.80474007129669,0.513777589797974,0.531546247005463,0.529471790790558,0.55129572749138,0.385648328065872,0.519119584560394,0.108785593509674,2.65232148170471,1.90966022014618
17-May-2024,3.32222700119019,3.52875628471375,3.55369830131531,3.43507936000824,2.57162404060364,1.76243631839752,2.22768044471741,2.65926480293274,2.06372451782227,6.36153512001038
18-May-2024,2.10657877922058,5.39420366287231,5.40016927719116,6.09890928268432,5.93633537292481,3.89453067779541,0.0369366146624088,2.94949886798859,4.99189872741699,4.59997191429138
19-May-2024,0.195410236716271,0.527362728118896,0.421022337675095,0.937754470109942,0.574141669273377,2.33619818687439,4.00095510482788,0.213958433270454,3.30252981185913,5.39375190734864
20-May-2024,0.589819514751435,0.271533876657486,0.378367552161217,0.315100657939911,0.30237153172493,0.355583304166794,0.838530701398851,0.325081288814545,0.194812569022179,4.95548844337464
21-May-2024,0.598799568414688,0.454672902822495,0.520098429918289,0.363521260023117,0.508104801177978,0.426669466495514,0.543804031610489,0.297382545471192,0.0391932614147663,0.387394407391548
22-May-2024,0.757243418693544,0.997197782993317,1.17646930217743,0.828958857059479,1.83452388048172,1.67015467882157,0.868335700035096,3.00570034980774,3.0986798286438,0.158389550447464
23-May-2024,0.0934397116303444,0.597929388284683,0.426241666078568,0.976823878288269,1.27509171962738,2.45551061630249,3.23480880260468,0.140985055267811,0.654445004463196,2.54982018470764
24-May-2024,0.352479875087738,0.126423734426499,0.0732716947793961,0.104846723377705,0.266423958539963,0.548600304126739,1.70507454872132,1.41041913032532,0.00241918829269707,0.186136868596077
25-May-2024,0.604537636041641,0.451791509985924,0.560257756710053,0.540832304954529,0.623775207996368,3.27984728813171,0.804622530937195,2.86214394569397,2.51245164871216,0.00759931411594152
26-May-2024,3.51999139785767,3.28008675575256,2.84486079216003,2.40905904769897,2.47880349159241,2.72371745109558,0.146810621023178,2.30167877674103,5.56235637664795,0.814521825313568
27-May-2024,3.60703296661377,5.07442455291748,5.30719146728516,5.52543239593506,4.12664432525635,4.49088325500488,2.7951057434082,0.0397215683013201,4.00222067832947,0.65313994884491
28-May-2024,2.71531691551208,1.98016308546067,1.54652607440948,0.905397176742554,0.164209696650505,3.5502864599228,3.17749814987183,3.4913747549057,0.283829092979431,4.9323157787323
29-May-2024,2.24463930130005,1.56856821775436,1.26783215999603,2.04741370677948,1.12452239990234,0.391261041164398,2.95885879993439,1.54804770946503,7.40953397750854,1.65353631973267
30-May-2024,2.55519571304321,2.30662987232208,2.00705571174622,2.54871463775635,2.68940472602844,2.51674690246582,0.701425313949585,2.97336797714233,4.55281801223755,2.86046648025513
31-May-2024,5.49956140518189,5.80243630409241,5.66685509681702,5.81529388427735,5.24316358566284,4.3545334815979,2.54926500320435,1.77073601484299,3.42017693519592,7.20874619483948
01-Jun-2024,4.98315229415894,6.13785314559937,7.65522718429565,6.0132034778595,5.18738088607788,6.61405754089355,6.5296332359314,5.6009295463562,7.39034538269043,6.06092262268066
02-Jun-2024,0.904841578006745,0.89501770734787,1.46918923854828,1.7376333117485,0.645171594619751,0.907493329048157,0.977341943979263,9.78398990631104,5.63333711624146,6.70855331420898
03-Jun-2024,3.8223081111908,2.59548444747925,3.20786006450653,2.34719746112824,2.30453472137451,0.510049164295197,0.716556042432785,0.341887146234512,12.9361423492432,1.80694187879562
04-Jun-2024,4.7217698097229,3.64331405162811,4.27409381866455,5.24707498550415,5.63552370071411,7.11536407470703,0.831023013591767,1.31576931476593,0.555543780326844,10.781943321228
05-Jun-2024,6.21827011108398,3.15448117256165,2.95464062690735,4.84904823303223,5.28071975708008,8.36146850585938,7.72948884963989,0.663012850284577,2.56243710517883,1.49458105564118
06-Jun-2024,9.3410813331604,6.3580415725708,7.97951860427856,8.1981484413147,8.79525775909424,6.64258551597595,6.69487953186035,7.94695873260498,0.427625679969789,2.89600088596344
07-Jun-2024,9.65924911499024,7.18236646652222,9.45723438262939,10.420046710968,8.92824974060058,7.04400777816772,6.33185706138611,7.43561086654663,10.0756673812866,0.963736248016357
08-Jun-2024,8.38102102279663,6.33648834228516,7.58477663993835,8.46919918060303,12.2303622245789,9.41250400543213,2.95985684394836,2.16379070281983,2.89808511734009,1.6964560508728
09-Jun-2024,8.89943780899048,5.13211560249328,5.42900800704956,6.81864833831787,7.34936752319336,9.84171199798584,9.66954040527344,0.85097485780716,0.439317858219147,6.74947824478149
10-Jun-2024,7.70619235038757,2.75799031257629,3.21940841674805,3.22028081417084,3.54359674453735,3.88102459907532,4.88159532546997,7.33602662086487,0.696599143743515,0.489362990856171
11-Jun-2024,6.2574453830719,2.624951171875,3.09426708221436,2.76068019866943,3.04803955554962,5.03012371063232,3.59884905815125,NaN,5.67498197555542,0.596936750411987
12-Jun-2024,14.4991201400757,10.8508478164673,11.7867470741272,12.1468444824219,10.688126373291,10.7466846466064,13.5071418762207,5.65852117538452,NaN,4.49615907669067
13-Jun-2024,7.43428707122803,2.5171893119812,1.98993766307831,2.83983197212219,2.7894419670105,5.16932773590088,4.17350091934204,8.89474296569824,2.66551887989044,NaN
14-Jun-2024,4.97339563369751,0.799752032756806,0.939929038286209,0.870390737056732,1.53064591884613,0.649416166543962,0.48706057369709,0.801821774244309,0.289363521337509,2.01243867874146
15-Jun-2024,5.95780186653137,1.46272749900818,1.26586526632309,1.68716824054718,1.70218756198883,2.65560550689697,1.33322129249573,1.47740910053253,0.745826840400696,0.554737484455109
16-Jun-2024,5.79683666229248,2.72645874023438,4.2425271987915,4.32994527816773,3.32574048042297,2.9963161945343,4.57647943496704,4.57678270339966,2.71558575630188,0.950564503669739
17-Jun-2024,4.87005996704102,0.897443974018097,1.92850987911224,4.23976039886475,4.5104793548584,7.24992628097534,5.1279284954071,4.60044894218445,4.54081268310547,4.18205285072327
18-Jun-2024,6.4710087299347,1.98926384449005,1.68618680238724,1.47218576669693,3.42948920726776,2.98357467651367,5.51831936836243,5.65832676887512,0.344724714756012,3.95503997802734
19-Jun-2024,5.04576511383057,2.14292771816254,3.1764986038208,3.56764199733734,2.08277416229248,3.23730001449585,1.98204185962677,9.21754322052002,0.689834487438202,0.56429318189621
20-Jun-2024,8.46005725860596,0.930883884429932,0.773708057403565,0.932316607236862,0.790305680036545,0.623871099948883,3.28600299358368,0.538351911306381,5.34173154830933,2.98419036865234
21-Jun-2024,7.9159022808075,1.70657062530518,1.99627348184586,1.55336431264877,2.22078361511231,2.59102206230164,2.42654318809509,2.97156429290771,3.27794318199158,5.59095668792725
22-Jun-2024,9.10897693634033,2.18412795066834,2.02982831001282,1.48776125907898,2.2204719543457,2.43131608963013,1.91302740573883,3.64088833332062,4.43573808670044,3.18008682727814
23-Jun-2024,9.02696685791016,3.79880514144898,3.56233882904053,3.11276597976685,2.95897517204285,0.841021806001663,4.09246101379394,1.41399867534637,5.78047513961792,3.64672033786774
24-Jun-2024,11.169135093689,6.16209692955017,6.7639536857605,6.03493022918701,7.04908962249756,5.25053787231445,5.23754801750183,6.24904479980469,4.20615816116333,7.18225054740906
25-Jun-2024,7.52218437194824,10.0974349021912,9.97584524154663,8.3394359588623,6.10276317596436,6.58327484130859,9.70852737426758,11.9133383750916,3.79159536361694,4.90480623245239
26-Jun-2024,2.64257616996765,0.352274799346924,0.281860738992691,0.188800609111786,0.665491789579391,0.54981381893158,0.890868544578552,0.804259580373764,0.922722125053406,0.769833266735077
27-Jun-2024,3.36604752540588,0.787768113613129,0.750380551815033,0.7419269323349,0.67552090883255,0.61929475069046,0.753278869390488,0.331974285840988,0.943342590332031,0.7703060567379
28-Jun-2024,4.489990234375,2.46853406429291,3.5256861448288,4.26108741760254,4.06938705444336,2.81215615272522,2.27298464775086,1.49677958488464,0.906317532062531,5.92018733024597
29-Jun-2024,1.75919358730316,0.390539798140526,0.279232329130173,0.276665171980858,0.303315222263337,0.535440444946289,2.06025667190552,3.41965067386628,2.45593917369843,0.200348815321922
30-Jun-2024,6.6972375869751,1.99358699321747,2.22177398204803,1.57308673858643,1.52519276142121,0.903079110383988,0.96894017457962,0.160693895816803,0.427559226751328,1.19298835992813
01-Jul-2024,8.73447456359863,4.58161463737488,4.1349178314209,4.65793743133545,4.58128910064697,5.61500186920166,1.4481390953064,3.34749760627747,0.842657685279846,0.669974046945572
02-Jul-2024,12.9323163986206,6.69980673789978,4.63071885108948,4.55499792098999,3.45641403198242,4.13690328598022,4.74974265098572,3.67679123878479,6.33988246917725,4.31054368019104
03-Jul-2024,0.53086588382721,2.68671171665192,2.04671099185944,3.69627077579499,4.38852200508118,5.17548084259033,2.91203193664551,1.20608234405518,7.22074193954468,8.66756887435913
04-Jul-2024,0.832115745544434,0.189420256018639,0.188267494738102,0.180798317492008,0.128166168928146,0.0794904835522175,0.23223848938942,0.158288808166981,0.382141244411469,8.45129556655884
05-Jul-2024,2.29763293266296,0.535756069421768,0.560717612504959,0.536156475543976,0.962694019079208,0.613286530971527,0.437460538744927,0.622451478242874,0.638749849796295,0.331620812416077
06-Jul-2024,7.02556047439575,3.02594254016876,2.44299442768097,2.66382160186768,2.33769526481628,2.69267158508301,2.14236423969269,NaN,2.22783875465393,1.45891619920731
07-Jul-2024,8.39544143676758,5.75169382095337,5.91339483261108,6.24574823379517,5.79686551094055,7.64393095970154,5.14538984298706,6.10674142837524,NaN,NaN
08-Jul-2024,8.93431396484375,2.86144666671753,5.08273758888245,5.45481643676758,7.47839741706849,6.25280513763428,9.44046335220337,3.12142858505249,6.74900770187378,NaN
09-Jul-2024,3.87932906150818,0.705652523040772,0.820531916618347,0.767644494771957,0.773582899570465,0.841022276878357,0.550270235538483,0.181359355151653,0.509568178653717,0.740023291110993
10-Jul-2024,5.24048089981079,1.46589801311493,1.90080794095993,2.4069628238678,2.6892614364624,3.04496128559113,2.6381774187088,0.456191354990006,0.192031893134117,0.43238068819046
11-Jul-2024,10.1320556640625,6.42194719314575,6.30989031791687,6.12084903717041,7.46783652305603,6.71507863998413,8.20282106399536,3.49078373908997,0.864036917686463,0.687819004058838
12-Jul-2024,12.0059772491455,8.75219821929932,8.15548086166382,8.88111190795899,10.011124420166,9.35922746658325,10.1564322471619,13.3240672111511,4.67828493118287,4.0138599395752
13-Jul-2024,8.40033054351807,5.13933820724488,3.89537253379822,7.26226062774658,6.33068537712098,9.7470983505249,7.22579441070557,7.31481642723084,5.57652568817139,8.26017513275147
14-Jul-2024,4.43971366882324,2.84820973873139,2.93908667564392,2.40326669216156,3.44279928207397,2.8409024477005,4.33452982902527,5.10596318244934,8.98424987792969,3.2681725025177
15-Jul-2024,2.29471614360809,2.99140253067017,2.77611403465271,1.80694036483765,4.18979964256287,2.90383834838867,1.33096976280212,1.95963188409805,5.78710618019104,6.64611892700195
16-Jul-2024,2.41863632202148,0.600696039199829,0.880747693777084,0.466240191459656,0.627577549219131,4.45784044265747,3.41687800884247,6.37858781814575,1.62160881757736,5.24927172660828
17-Jul-2024,3.18977308273315,1.58394598960876,2.20427203178406,0.771169543266296,0.863645958900451,0.648027002811432,0.407497873902321,5.52014594078064,10.8512831687927,3.8515602350235
18-Jul-2024,5.35098552703858,4.06163749694824,3.79796414375305,3.88120265007019,0.792970061302185,3.72863159179687,0.842572009563446,0.23643824160099,0.366019490361214,8.32225866317749
19-Jul-2024,2.18515005111694,0.999213206768036,0.881380295753479,1.29963591098785,0.716427779197693,0.631313562393188,0.557792448997498,3.69681816101074,0.522281503677368,0.510238564014435
20-Jul-2024,1.99100229740143,0.418585881590844,0.44352667927742,0.418498522043228,0.408073654770851,0.876121151447296,0.62565786242485,0.799167060852051,2.14084520339966,0.983077585697174
21-Jul-2024,2.99580330848694,0.318473935127258,0.559840708971024,0.545517271757125,0.490574777126312,0.481218194961548,0.736868852376938,2.00843122005463,1.47947132587433,0.785624974966049
22-Jul-2024,1.67595988512039,0.232503628730774,0.138493591547012,0.317079889774323,0.443422389030457,0.263343125581741,0.507341074943542,0.940151047706604,7.20534782409668,1.73378834724426
23-Jul-2024,3.37585120201111,0.572324097156525,0.555861032009125,0.535191881656647,0.528157830238342,0.608323991298676,0.534412091970444,0.888293606042862,1.54162859916687,0.376712173223495
24-Jul-2024,5.9833137512207,2.4506712436676,2.69987943172455,2.06792845726013,2.13277070522308,1.07397284507751,2.0403790473938,0.930746245384216,0.995810401439667,2.60822520256043
25-Jul-2024,9.48746471405029,5.756667137146,5.77703623771668,5.96128606796265,5.46585664749145,4.6998833656311,4.11560292243958,6.64494781494141,4.95493025779724,0.814995729923248
26-Jul-2024,8.84657726287842,5.8562310218811,6.81104235649109,7.25636830329895,6.21532306671143,5.89219884872437,4.97828793525696,5.24070777893066,4.33698601722717,6.36622304916382
27-Jul-2024,4.21317358016968,6.95477519035339,7.76754875183106,8.38902158737183,10.1895245552063,10.7883697509766,11.4151622772217,6.84576787948608,10.6933547973633,0.627097016572952
28-Jul-2024,6.10970411300659,6.69043741226196,4.46947383880616,2.63105108737946,2.73801157474518,7.20235314369202,5.52918972969055,13.1560948371887,8.61625919342041,15.6305494308472
29-Jul-2024,7.14701471328735,6.03415813446045,5.96860136985779,5.64909009933472,0.676100432872772,5.6869441986084,7.29027652740479,0.814348155260087,0.915657877922059,3.36001210212708
30-Jul-2024,5.81395864486694,5.56202936172485,5.79348816871643,3.83024642467499,5.33979387283327,3.46623854637146,1.48783395290375,2.37643117904663,0.362579903006554,2.00972672700882
31-Jul-2024,3.07441177368164,0.781508266925812,0.927614611387253,0.974505960941315,1.13763741254807,5.3040264606476,2.75626020431519,4.44822874069214,6.90083656311036,3.29895162582398
01-Aug-2024,4.81872463226318,1.34099416732788,2.13515758514404,2.34332280158997,3.87791657447815,2.43630504608154,0.521996891498566,1.57194986343384,2.2323805809021,5.39961276054383
02-Aug-2024,5.25958337783814,2.9881115436554,2.55591850280762,1.53180325031281,4.86743679046631,4.03470706939697,3.17153851985931,0.749366289377213,1.46202836036682,0.52805347442627
03-Aug-2024,7.11900777816772,0.944696009159089,0.801429831981659,0.916274571418762,0.655954098701477,0.916176557540894,0.805335414409638,3.00769002437592,1.73049387931824,0.973959934711456
04-Aug-2024,8.47882080078125,0.92788388133049,0.656596302986145,0.753030920028686,2.29282586574555,1.52579039335251,1.73355060815811,3.17191812992096,2.22995374202728,0.962001574039459
05-Aug-2024,7.12089710235596,0.921874570846558,0.986656332015991,0.955572497844697,1.59846439361572,1.44756436347962,0.728447163105012,0.624581283330918,6.23940110206604,4.59127869606018
06-Aug-2024,7.82908954620361,1.53098496198654,0.919890755414963,0.722621089220048,0.679931885004044,0.601881957054139,0.851496171951294,0.679280316829681,0.634746885299684,3.62357878684998
07-Aug-2024,5.76291551589966,0.828046035766602,0.811088049411774,0.607219874858856,0.482046774029732,0.280305460095406,0.436362761259079,0.706132966279984,1.84781603813171,0.588135623931884
08-Aug-2024,4.5805037021637,0.948917037248612,0.620011907815933,0.806062769889832,0.651672780513763,0.505556106567383,0.398666948080063,0.633342814445496,0.932635748386383,2.44673445224762
09-Aug-2024,6.86072273254395,4.04661998748779,4.74688925743103,2.61101789474487,1.65578112602234,0.898119139671326,1.47996125221253,0.746727514266968,1.52182898521423,2.92188701629639
10-Aug-2024,5.36557025909424,3.23832807540894,3.32585363388062,4.33468999862671,3.75736312866211,2.96498184204102,2.54656093120575,4.05642881393433,3.17811508178711,3.92796831130981
11-Aug-2024,7.28022203445435,5.15751709938049,4.54147744178772,4.64520869255066,7.21460137367249,3.85911974906921,4.91529889106751,2.9915892124176,5.89167404174805,4.4114821434021
12-Aug-2024,8.19318504333496,6.61566228866577,7.06463980674744,6.99575958251953,6.82422246932983,6.09320573806763,6.07274589538574,4.65761518478394,2.91661274433136,8.00386509895325
13-Aug-2024,7.21334004402161,5.88979663848877,6.73436198234558,6.50339674949646,6.17901649475098,6.00550975799561,6.95374917984009,5.34657211303711,6.47919459342957,5.6607264995575
14-Aug-2024,7.18553266525269,5.47408404350281,6.10121459960937,6.71539182662964,7.28518238067627,5.876740026474,7.39818935394287,6.96881713867188,5.41510915756226,6.50241413116455
15-Aug-2024,6.49895696640015,5.81436190605164,5.82154450416565,5.92777132987976,7.45343098640442,7.6570963382721,6.23461480140686,7.51239042282105,7.29932179450989,6.36711268424988
16-Aug-2024,7.4205265045166,7.55810942649842,7.57483606338501,7.70053887367249,8.07664852142334,7.18880424499512,6.95531883239746,8.51551876068115,8.78368844985962,8.60552978515625
17-Aug-2024,6.42462558746338,5.54366846084595,5.18986611366272,0.961770033836366,4.07618317604065,8.65746192932129,8.12432985305786,7.77292995452881,11.9219708442688,11.5009540557861
18-Aug-2024,6.09978923797607,3.25620861053467,3.28850853443146,3.34582643508911,0.960522174835205,3.0555769443512,1.96208795309067,6.71476550102234,9.49579849243164,2.2904982328415
19-Aug-2024,8.10421752929688,5.17943768501282,6.1401668548584,5.42186889648437,2.96540539264679,2.27482056617737,3.87121438980103,4.2569447517395,4.21405735015869,1.93872343301773
20-Aug-2024,7.39222583770752,5.64141187667847,5.86898937225342,6.06780123710632,6.64607372283936,3.77359616756439,4.57479906082153,5.10166683197022,6.87638187408447,6.31898880004883
21-Aug-2024,6.2844729423523,5.21856389045715,5.41948509216309,6.09017214775086,7.19087481498718,5.77767562866211,6.10373954772949,4.61519436836243,7.64300084114075,7.50397500991821
22-Aug-2024,8.10583381652832,7.73933568000793,7.9588454246521,7.71961045265198,8.10003595352173,11.6115334510803,10.0135548591614,8.26966276168823,10.1671629905701,7.39654402732849
23-Aug-2024,11.9381631851196,11.900047492981,12.5554272651672,11.466348361969,11.3643934249878,12.5022207260132,15.5327040672302,13.2822546005249,5.15488033294678,3.56977162361145
24-Aug-2024,9.18447647094727,8.13560495376587,9.05320720672607,9.55177183151245,8.41618232727051,7.3130913734436,7.14764757156372,6.54620971679688,8.90501699447632,0.454316115379334
25-Aug-2024,7.12232542037964,4.10423946380615,3.31871495246887,2.74133794307709,2.82700762748718,1.76266182661057,2.32491149902344,2.22505643367767,3.90241565704346,1.56823853254318
26-Aug-2024,9.976784324646,6.42210259437561,7.16297688484192,6.66903109550476,6.20952162742615,7.25690212249756,6.96871705055237,3.96906507015228,7.47143340110779,11.0803470611572
27-Aug-2024,10.8624639511108,5.1946720123291,5.22840662002564,3.69992117881775,5.65058722496033,10.9978831291199,10.5900715827942,6.64954404830933,10.1005845069885,8.72325305938721
28-Aug-2024,9.1022310256958,4.45910701751709,4.40547342300415,3.25315444469452,3.75561892986298,3.99681210517883,1.52758373022079,1.33123337030411,8.49594297409058,11.7933450698853
29-Aug-2024,8.31652011871338,5.47584538459778,5.96376810073853,5.95914373397827,3.90177466869354,7.32085556983948,8.96532630920411,3.88205139636993,2.3885596036911,3.27091407775879
30-Aug-2024,12.2174922943115,16.077064704895,16.3265642166138,15.3859978675842,16.5064075469971,13.2324445724487,9.64619922637939,14.2472390174866,5.14742259979248,3.33764088153839
31-Aug-2024,3.96763372421265,3.71949112415314,2.86894552707672,3.45536196231842,1.35616827011108,3.9663892030716,5.14336395263672,0.812733322381973,0.6831134557724,0.552395802736283
01-Sep-2024,0.669241738319397,0.957722318172455,0.754106152057648,1.79397786855698,1.41771522760391,0.919214981794358,0.703607422113419,1.19177913665772,0.479494991898537,0.570348048210144
